title,summary,publish_date,positive,neutral,negative
"[단독] <b>한화오션</b>, HD현대重 고발 취소 했는데…화해 모드 아닌 ‘갈등 2...","한화오션과 HD현대중공업 간의 갈등은 한국형 차세대 구축함(KDDX) 사업을 둘러싼 군사기밀 유출 문제로 시작되었으며, 한화오션이 고발을 취소하면서 일시적인 화해 분위기가 조성되었으나, 새로운 갈등이 발생하고 있습니다. 한화오션은 고발 취소가 국익을 위한 대승적 결정이라고 주장하지만, HD현대중공업은 이를 진정성 없는 행동으로 보고 방산업체 지정 신청 철회를 요구하며 반발하고 있습니다. 김동관 한화그룹 부회장과 정기선 HD현대 수석부회장의 친분이 양사 간 화해를 도모하는 데 기여했으나, HD현대의 전문경영인 라인이 이를 반대하며 내부 갈등을 조장하고 있습니다. 경찰 수사 결과가 무혐의로 나올 것으로 예상되는 가운데, 한화오션은 HD현대중공업의 불법 행위가 이미 입증되었음에도 불구하고 화합을 위해 고발을 취하했다고 주장하고 있습니다. 방사청은 양사 간 화해를 모색하고 합리적인 법적 근거를 토대로 입찰 방식을 확정하여 글로벌 군함 수주 시장에서 협업할 수 있는 토대를 마련해야 한다는 지적이 나오고 있습니다.",2024-11-25,0.00016593089385423808,0.000550111205666326,0.9992839455604553
"<b>한화오션</b>, HD현대重 고발 취소… 갈등 새 국면","한화오션과 HD현대중공업은 한국형 차기 구축함(KDDX) 수주를 놓고 갈등을 벌였으며, 한화오션이 HD현대중공업에 대한 경찰 고발을 취소하면서 표면적으로 화해의 모양새가 만들어졌다. 그러나 HD현대중공업은 한화오션의 방산업체 지정 신청 철회를 요구하며 갈등이 여전히 남아있다는 관측이 나온다. KDDX 사업은 2030년까지 해군의 6000톤급 차기 구축함 6척을 건조하는 대규모 프로젝트로, 두 회사는 초도함 수주를 놓고 경쟁 중이다. HD현대중공업은 과거 군사기밀 유출 사건으로 기소되었으나, 방위사업청은 입찰 참가 자격을 제한하지 않기로 결정했다. 한화오션은 국익과 국내 기업 간 신뢰 구축을 이유로 고발을 취소했지만, HD현대중공업은 단독 건조 원칙을 고수하며 한화오션의 방산업체 지정 신청에 반대하고 있다.",2024-11-22,0.198084959120024,0.00038484088727273045,0.8015301961451768
"김동관·정기선 통 큰 합의?…<b>한화오션</b>, HD현중 고발 취하","한화오션이 HD현대중공업을 상대로 한 고발을 취하하면서 한국형 차기 구축함(KDDX) 입찰에 탄력이 붙을 것으로 보입니다. 한화오션은 HD현대중공업의 군사기밀 유출 사건과 관련해 고발했으나, 양측 간의 법적 분쟁이 KDDX 입찰 절차를 지연시키자 고발을 취소하기로 결정했습니다. 이번 결정은 해양 안보 확보와 방산 수출 확대라는 공동 목표를 달성하기 위한 것으로, 국익을 위한 상호보완과 협력의 필요성을 강조했습니다. 김동관 한화그룹 부회장과 정기선 HD현대 부회장 간의 사전 교감이 있었으며, 글로벌 조선 시장에서 중국의 독주를 견제하기 위해 두 회사가 협력해야 한다는 공감대가 형성되었습니다. HD현대중공업은 한화오션의 고발 취소를 환영하며, KDDX 사업이 법과 원칙에 따라 신속히 진행되기를 희망한다고 밝혔습니다.",2024-11-22,0.0007981211208971217,0.0006467036990216001,0.9985552072525025
"<b>한화오션</b>, HD현대중공업 경찰 고발 취소…&quot;김동관·정기선 교감&quot;","한화오션은 HD현대중공업을 상대로 한 군사기밀 유출 관련 고발을 취소하기로 결정했습니다. 이는 차세대 함정의 적기 전력화와 글로벌 해양 방산 시장 진출을 위해 국내 기업 간 협력이 필요하다는 판단에 따른 것입니다. 한화오션은 고발 취소가 국익을 위한 상호 보완과 협력의 디딤돌이 될 것이라고 설명했습니다. 조선업계는 중국의 급성장에 대응하고 K-방산 한류를 이어가기 위해 국내 기업의 기술과 연구개발 역량을 결집해야 하는 상황입니다. 이번 결정은 국내 기업 간 신뢰 구축과 협력을 위한 화합의 손길로 해석되며, 향후 방산업체 지정 절차에 성실히 임할 계획입니다.",2024-11-22,0.004291542098508216,0.0005336649948731065,0.9951748251914978
"김동관·정기선 &quot;화해합시다&quot;…<b>한화오션</b>, HD현대重 고발 취소","한화오션과 HD현대중공업 간의 KDDX 구축함 관련 분쟁이 한화오션의 고발 취소로 종결될 전망이다. 한화오션은 HD현대중공업의 군사기밀 유출 사건에 대해 경찰에 고발했으나, 국익을 위해 고발을 취소하기로 결정했다. 이는 차세대 이지스 구축함의 적기 전력화와 해양 방산 수출 확대라는 공동 목표를 달성하기 위한 조치로, 상호 협력을 위한 디딤돌을 마련하기 위함이다. 김동관 한화그룹 부회장과 정기선 HD현대 부회장 간의 사전 교감이 있었으며, 글로벌 조선 시장에서 중국의 독주를 견제하기 위해 두 회사가 협력해야 한다는 공감대가 형성되었다. 한화오션은 방산업체 지정 절차에 따라 산업통상자원부의 실사단 평가와 현장실사에 성실히 임할 계획이다.",2024-11-22,0.1960307771456428,0.0010078412713482976,0.8029614057391882
"<b>한화오션</b>, HD현대중공업 고발 취소···“국익 위해 협력”","한화오션은 HD현대중공업을 상대로 한 KDDX 관련 고발을 취소하기로 결정했습니다. 이는 차세대 이지스 구축함의 적기 전력화와 해양 방산 수출 확대라는 공동 목표를 달성하기 위한 조치로 설명되었습니다. HD현대중공업은 이전에 KDDX 관련 군사기밀 유출 사건으로 유죄 판결을 받았으나, 방위사업청은 임원의 개입이 확인되지 않았다고 판단하여 입찰 제한을 하지 않기로 했습니다. 한화오션은 방산업체 지정 절차에 성실히 임하고, 정부의 투명하고 공정한 평가 결과를 수용하겠다고 밝혔습니다. 이번 고발 취소는 상호 보완과 협력의 디딤돌을 마련하여 국익을 위한 결정으로 평가되고 있습니다.",2024-11-22,0.19846899659605696,0.000561284358263947,0.8009697332978248
"<b>한화오션</b>, ‘차기 구축함’ HD현대중 고발 취소",한화오션은 HD현대중공업을 상대로 했던 경찰 고발을 취소했습니다. 한화오션은 경찰청 국가수사본부에 고발 취소장을 제출했습니다. 이 고발은 HD현대중공업의 한국형 차기 구축함 군사기밀 유출 사건과 관련된 것이었습니다. 한화오션은 HD현대중공업 임원의 개입 여부를 수사해 달라며 고발장을 접수했었습니다. 그러나 이번에 고발을 취소하면서 사건이 새로운 국면을 맞이하게 되었습니다.,2024-11-22,0.00013383346231421456,0.00028799111605621875,0.9995781540870666
"김동관과 정기선의 대승적 결단…<b>한화오션</b>·HD현대重, 화합 모드로","한화오션은 HD현대중공업을 상대로 제기한 군사기밀 유출 관련 고발을 취소하며, 해양 안보와 방산 수출 확대를 위한 협력을 강조했습니다. 김동관 한화그룹 부회장과 정기선 HD현대 수석부회장의 긴밀한 교감이 이번 결정에 큰 역할을 했으며, 이는 한국 조선업의 글로벌 경쟁력 강화를 위한 공동 목표를 위한 것입니다. 양사의 협력은 글로벌 군함 시장에서의 시너지 효과를 기대하게 하며, 중국 조선업의 급성장을 견제하는 데에도 기여할 것으로 보입니다. HD현대중공업은 한화오션의 고발 취소 결정을 환영하며, KDDX 사업의 신속한 진행을 희망하고 있습니다. 이번 협력은 K-방산의 경쟁력 강화와 수출 확대를 위한 중요한 계기가 될 것으로 기대됩니다.",2024-11-22,0.001837552571669221,0.0004316996317356825,0.9977307200431824
"<b>한화오션</b>, HD현대중공업 경찰 고발 취소",한화오션은 HD현대중공업을 상대로 한 경찰 고발을 취소하기로 결정했습니다. 이 회사는 경찰청 국가수사본부를 방문해 고발 취소장을 제출했습니다. 한화오션은 올해 3월 HD현대중공업의 군사기밀 유출 사건과 관련하여 임원의 개입 여부를 조사해 달라며 고발장을 제출했었습니다. 그러나 이번에 고발을 취소하면서 사건의 진행 방향이 바뀌게 되었습니다. 이로 인해 두 회사 간의 갈등이 어떻게 해결될지 주목됩니다.,2024-11-22,0.0003384056282811798,0.0005259249795926735,0.9991356611251831
"<b>한화오션</b>, HD현대重 고발 취소… &quot;K-방산 위한 대승적 결단&quot;","한화오션은 HD현대중공업을 군사기밀 유출 혐의로 고발했으나, 국익을 고려해 고발을 취소했습니다. 이는 차세대 구축함의 적기 전력화와 해양 방산 수출 확대를 위한 상호 협력의 필요성을 인식했기 때문입니다. 국내 조선업의 경쟁력 강화를 위해 업체 간 신뢰 구축이 중요하다고 판단하여 대승적 차원에서 고발을 취소했습니다. 한화오션은 정부의 방산업체 지정 절차에 성실히 임하고, 투명하고 공정한 평가 결과를 수용할 것이라고 밝혔습니다. HD현대중공업은 한화오션의 고발 취소를 환영하며, KDDX 사업이 신속히 진행되기를 희망한다고 전했습니다.",2024-11-22,0.0020129610726144164,0.0007263456005603075,0.9972607254981994
