title,summary,publish_date,positive,neutral,negative
<b>LS</b>家 3세 구본혁 부회장 승진…<b>LS</b> MnM CEO에 구동휘,"LS그룹은 2025년도 임원 인사를 통해 조직 안정화와 신사업 추진을 동시에 도모하고자 합니다. 주력 계열사의 CEO 대부분을 유임시키면서도, 신사업 분야에서는 새로운 성장 동력을 위해 신규 CEO를 선임했습니다. 구본혁 예스코홀딩스 대표이사는 부회장으로 승진하며, 예스코홀딩스를 투자형 지주회사로 전환하는 데 성공했습니다. LS MnM은 이차전지 양극재 핵심 소재 생산을 위해 구동휘 부사장을 CEO로 선임하여 배터리 소재 분야를 주도적으로 이끌 계획입니다. 또한, LS그룹은 R&D 분야 조직 및 인력 강화를 통해 장기적인 미래 성장을 위한 사업가를 육성하고 제조 경쟁력을 강화할 방침입니다.",2024-11-26,0.012447977595729753,0.000846231312607415,0.9867057919502258
<b>LS</b>家 3세 경영 가속화…구동휘 <b>LS</b> MnM CEO 선임,"LS그룹은 3세 경영을 가속화하며, 구본혁 예스코홀딩스 사장과 구본권 LS MnM 전무가 각각 부회장과 부사장으로 승진했다. 이번 인사에서는 조직 안정화를 위해 주력 계열사의 CEO 대부분을 유임시키고, 신사업 분야에서는 새로운 CEO를 선임하여 변화를 꾀했다. 구동휘 LS MnM 부사장은 2차전지 양극재의 핵심 소재를 생산하는 EVBM 프로젝트를 성공적으로 추진하기 위해 CEO로 선임되었다. LS그룹은 배터리, 전기차, 반도체 분야의 신사업을 주도적으로 이끌며, CFE(탄소배출 없는 전력) 비전을 달성하기 위한 핵심 사업들을 추진하고 있다. 또한, R&D 분야 조직 및 인력 강화를 통해 장기적 관점에서 미래성장을 위한 사업가를 육성하고 제조 경쟁력을 강화할 계획이다.",2024-11-26,0.004204661247786135,0.0008434568415395915,0.994951868057251
"<b>LS</b>그룹, 2025년도 임원 인사 단행…<b>LS</b> MnM CEO에 구동휘",LS그룹은 2025년도 임원 인사를 발표했습니다. 구자열 LS 이사회 의장의 장남인 구동휘 LS MnM 대표이사가 최고경영자(CEO)로 선임되었습니다. 이번 인사는 26일 이사회에서 결정되었습니다. 구동휘 대표이사는 LS MnM에서 CEO로서의 역할을 수행하게 됩니다. 이 소식은 LS그룹이 제공한 사진과 함께 보도되었습니다.,2024-11-26,0.20245452164090239,0.003932906361296773,0.7936126072891057
"[단독] <b>LS</b> 3세 구동휘, 경영 전면 나선다…<b>LS</b> MnM CEO 선임 유력","구동휘 LS MnM 최고운영책임자(COO)가 최고경영자(CEO)로 선임되며 LS그룹의 경영 전면에 나서게 되었습니다. LS MnM은 국내 유일의 동제련소를 운영하는 중요한 계열사로, 최근 2차전지 소재 부문에 투자하며 성장 가능성을 높이고 있습니다. LS그룹은 배터리, 전기차, 반도체 중심으로 포트폴리오를 재편하고 있으며, LS MnM은 미래 성장 사업을 주도할 계열사로 주목받고 있습니다. 구동휘 부사장은 LS그룹의 승계 구도에서도 중요한 인물로, 그의 ㈜LS 지분은 구자은 회장에 이어 두 번째로 많습니다. LS MnM은 2027년까지 기업공개(IPO)를 추진할 계획입니다.",2024-11-26,0.000547186512267217,0.00034307984460610894,0.9991097450256348
<b>LS</b> '3세 경영' 강화…<b>LS</b> MnM CEO에 구동휘 선임,"LS그룹은 3세 경영 체제를 강화하고 있으며, 구본혁 예스코홀딩스 대표이사가 부회장으로 승진했습니다. 구자열 LS 이사회 의장의 장남인 구동휘 LS MnM 대표이사는 CEO로 임명되어 경영 전면에 나섭니다. LS그룹은 2025년도 임원 인사를 통해 승진 규모를 최소화하고 조직 안정에 중점을 두었습니다. 이번 인사에서는 총 22명이 승진했으며, 이는 최근 3년 내 최소 규모입니다. LS MnM을 제외한 대부분의 주력 계열사는 현재의 CEO를 유임시켜 조직의 안정성을 유지하고, 신사업 분야에서는 새로운 CEO를 선임하여 변화를 시도했습니다.",2024-11-26,0.3023099843558157,0.005411300461855717,0.692278745683143
"<b>LS</b>그룹, 오너 3세 전면에…구동휘 <b>LS</b> MnM CEO 선임","LS그룹은 최근 이사회를 통해 2025년도 임원 인사를 발표하며, 구동회 LS MnM COO 부사장을 CEO로 선임했습니다. 이번 인사에서는 오너 3세 경영에 힘을 실어주며, 구동회 부사장은 배터리 소재 분야를 이끌게 됩니다. 구본혁 예스코홀딩스 대표이사는 부회장으로 승진했으며, 예스코홀딩스를 투자형 지주회사로 성공적으로 전환한 공로를 인정받았습니다. LS그룹은 또한 글로벌 경쟁력 강화를 위해 LS마린솔루션과 LS빌드윈, LS이모빌리티솔루션에 새로운 CEO를 선임했습니다. LS 관계자는 기존 주력 사업 강화와 신사업 분야 도전을 통해 '양손잡이 경영'을 가속화할 계획이라고 밝혔습니다.",2024-11-26,0.054460587084759024,0.003310979751404375,0.9422284364700317
<b>LS</b>그룹 3세 경영 속도…구본혁 부회장 승진·구동휘 CEO 선임,"LS그룹은 2025년 임원 인사를 통해 경영 불확실성에 대비하여 승진 규모를 최소화했습니다. 구본혁 예스코홀딩스 대표이사는 부회장으로 승진하며, 투자형 지주회사로의 전환을 성공적으로 이끈 공로를 인정받았습니다. 구동휘 LS MnM 부사장은 CEO로 선임되어 배터리 소재 분야를 주도적으로 이끌 예정입니다. LS그룹은 해상 및 육상 케이블 사업 확장과 글로벌 경쟁력 강화를 위해 조직 개편과 R&D 총괄 조직을 신설했습니다. 이를 통해 장기 저성장 국면에서도 기존 사업을 강화하고 신사업에 도전하는 '양손잡이 경영'을 가속화할 계획입니다.",2024-11-26,0.00992349769512657,0.0014392786339158191,0.9886371850967407
<b>LS</b>그룹 3세 전면에…구본혁 부회장·구본규 CEO 선임,"LS그룹은 오너가 3세를 전면에 내세운 2025년도 임원 인사를 발표하며, 조직 안정에 중점을 두고 승진 규모를 최소화했습니다. 주력 계열사의 CEO 대부분을 유임시키고, 신사업 분야에서는 새로운 성장 동력을 위해 신규 CEO를 선임했습니다. 구본혁 예스코홀딩스 대표이사는 부회장으로 승진하며, 자산운용규모 1조원 달성을 목표로 하고 있습니다. LS MnM은 2차전지 양극재 프로젝트를 위해 구동휘 부사장을 CEO로 선임했으며, LS e-Mobility Solutions는 박찬성 전무를 CEO로 임명하여 글로벌 전기차 시장을 공략할 계획입니다. 이번 인사를 통해 LS그룹은 기존 사업을 강화하고 신사업에 도전하는 '양손잡이 경영'을 가속화할 방침입니다.",2024-11-26,0.11986026873346418,0.0032098854513606056,0.8769298195838928
구동휘 <b>LS</b> MnM 부사장 CEO 선임…<b>LS</b> 3세 경영 전면에,"구동휘 부사장이 LS MnM의 CEO로 선임되면서 LS그룹의 3세 경영이 본격화되었습니다. 그는 배터리 소재 분야를 LS MnM의 미래 성장 동력으로 삼고 이를 적극적으로 육성할 계획입니다. LS MnM은 2022년에 일본 JKJS 컨소시엄의 지분을 인수하여 100% 지분을 확보하고 사명을 변경하였습니다. LS그룹은 배터리, 전기차, 반도체 중심으로 사업 포트폴리오를 재편하고 있으며, LS MnM은 2027년까지 기업공개(IPO)를 추진할 예정입니다. 구 부사장은 그룹의 '비전 2030'에 따라 배터리 소재 분야를 주도적으로 이끌어 나갈 것입니다.",2024-11-26,0.0005059039540356025,0.0003024411962542217,0.9991916120052338
"구본혁 부회장 승진·구동휘 CEO 선임…<b>LS</b>그룹, 3세 경영 가속화","LS그룹의 구본혁 예스코홀딩스 대표가 부회장으로 승진하며, 오너 3세 중 처음으로 부회장 자리에 올랐습니다. 구본혁 대표는 예스코홀딩스를 투자형 지주사로 전환한 공로를 인정받았으며, 2030년까지 자산운용규모와 기업가치 1조원을 목표로 하고 있습니다. 구동휘 LS MnM 부사장은 CEO로 선임되어 배터리 소재 분야의 신사업 확장을 주도할 예정입니다. LS MnM은 이차전지 양극재 핵심 소재 프로젝트를 추진 중이며, 2027년부터 울산과 새만금에서 전구체 소재 생산을 계획하고 있습니다. LS그룹은 이번 인사를 통해 미래성장을 위한 사업가 육성과 제조 경쟁력 강화를 목표로 하고 있습니다.",2024-11-26,0.0154479093500413,0.0014141252264380454,0.9831379771232605
