title,summary,publish_date,positive,neutral,negative
"<b>현대차</b>, 내년 말레이서 차량 생산…&quot;아세안 입지 강화&quot;","현대차는 2025년부터 2030년까지 말레이시아에 약 6800억 원을 투자하여 현지 위탁생산을 추진할 계획입니다. 이노콤과 협력하여 내년 중반부터 스타리아를 시작으로 다양한 모델을 생산할 예정이며, 기존 이노콤 시설을 활용할 것입니다. 또한, 말레이시아 정부의 친환경 정책에 맞춰 전기차 현지 생산도 검토 중이며, 충전 인프라와 배터리 생산시설 구축도 계획하고 있습니다. 생산된 차량의 약 30%는 인근 국가로 수출할 예정입니다. 현대차는 이번 투자를 통해 동남아시아 시장에서의 입지를 강화하고, 지역 경제 및 사회 발전에 기여할 것이라고 밝혔습니다.",2024-11-26,0.38487556179752574,0.0015650217304937542,0.6135594267398119
"<b>현대차</b>, 말레이시아에 6700억원 투자…스타리아 등 위탁생산","현대자동차는 말레이시아에 2025년부터 2030년까지 약 6735억 원을 투자하여 반조립 공장(CKD)을 설립할 계획입니다. 이 공장은 말레이시아 북부 쿠림 지역에 위치하며, 현지 파트너사인 이노콤과 협력하여 다목적차량(MPV) 스타리아를 위탁 생산할 예정입니다. 초기에는 내연기관과 하이브리드 차량을 중심으로 생산을 시작하고, 이후 말레이시아의 친환경 정책에 맞춰 전기차 생산으로 전환할 계획입니다. 생산된 차량은 말레이시아 내수 시장뿐만 아니라 동남아시아 국가로도 수출될 예정입니다. 또한, 현대차는 말레이시아 내 전기차 생태계 조성을 위해 전기차 판매 확대, 충전 인프라 건설, 배터리 생산시설 구축 등을 지원할 계획입니다.",2024-11-26,0.21509648251812905,0.001344581258308608,0.7835589626221917
"<b>현대차</b>, 말레이시아 6천700억 원 투자","현대차는 말레이시아에 약 6천700억 원을 투자하여 2025년부터 2030년까지 현지 파트너사 이노콤과 협력해 차량을 생산할 계획입니다. 내년 중반부터 다목적차량(MPV) 스타리아의 현지 위탁생산을 시작하며, 연간 2만 대 규모로 시작해 점차 생산량과 라인업을 확대할 예정입니다. 초기에는 내연기관차와 하이브리드차를 중심으로 생산하고, 이후 말레이시아의 친환경 정책에 맞춰 전기차로 범위를 넓힐 계획입니다. 생산된 차량은 말레이시아 내수 시장뿐만 아니라 다른 동남아시아 국가로도 수출될 것으로 예상됩니다. 현대차는 이번 투자를 통해 동남아시아 시장의 중요성을 강조하며, 지역 경제 및 사회 발전에 기여할 것이라고 밝혔습니다.",2024-11-26,0.43760398111189713,0.0008280436333734543,0.5615679989685305
"<b>현대차</b>, 말레이시아에 6천700억원 투자…스타리아 위탁생산한다","현대자동차는 아세안 시장 공략을 위해 말레이시아에 약 6천700억 원을 투자할 계획입니다. 2025년부터 2030년까지 총 21억5천900만 링깃을 투자하며, 현지 파트너사 이노콤과 협력하여 내년 중반부터 다목적차량 스타리아의 현지 위탁생산을 시작할 예정입니다. 현대차는 내연기관차와 하이브리드차를 중심으로 생산을 시작하고, 말레이시아의 친환경 정책에 맞춰 전기차로 생산 범위를 확대할 계획입니다. 이번 투자는 동남아시아와 말레이시아의 중요성을 고려한 결정으로, 지역 경제 및 사회 발전에 기여할 것이라고 밝혔습니다. 또한, 미국 시장의 불확실성에 대응하여 해외 시장 다각화를 추진하는 전략으로 해석됩니다.",2024-11-26,0.1983450918836752,0.0003363951604114845,0.8013184927403927
<b>현대차</b>·도요타·GM 삼국지?…트럼프 시대 車산업 누가 웃을까,"현대자동차와 도요타는 하이브리드차(HEV) 기술력과 미국 현지 생산능력에서 유리한 위치를 차지하고 있으며, 이는 글로벌 자동차 시장에서 생존의 중요한 요소로 작용할 전망입니다. 미국의 대중국 견제로 인해 일부 기업들은 반사이익을 얻을 수 있으며, 이는 특히 전기차 시장에서의 경쟁력을 강화하는 데 도움이 될 수 있습니다. 현대차와 제너럴모터스(GM)는 승용차와 상용차의 공동 개발 및 생산을 위한 포괄적 협력을 체결하여 글로벌 협업을 통한 시너지 창출을 모색하고 있습니다. 이러한 협업은 미래 모빌리티 분야에서 연구개발, 생산공장 건설, 인프라 구축 등에 막대한 자금을 동원할 수 있는 기회를 제공하며, 이는 글로벌 경쟁 구도 재편 과정에서 중요한 변수로 작용할 것입니다. NH투자증권은 이러한 협업 계획이 내년에 점진적으로 구체화될 것으로 예상하며, 브랜드 간 경쟁력 격차가 본격적으로 확대될 것이라고 전망하고 있습니다.",2024-11-26,0.0020338404225185513,0.0007780827494570985,0.9971880674362182
삼성·<b>현대차</b> 등 10대그룹 내부거래 비중 늘었다,"지난해 총수가 있는 10대 상위 기업집단의 내부거래 금액은 감소했지만, 매출액이 더 크게 줄어 내부거래 비중은 오히려 증가했습니다. 총수일가의 지분율이 높을수록 내부거래 비중이 큰 경향이 두드러졌으며, 이는 총수일가의 사익 편취 가능성에 대한 감시가 필요하다는 지적을 받았습니다. 공정거래위원회는 2024년 공시대상기업집단의 내부거래 현황을 발표하며, 셀트리온, 한국앤컴퍼니, 삼성, 현대차, SK 등의 내부거래 비중이 높다고 밝혔습니다. 특히, 현대차는 완성차 판매 호조로 인해 부품 계열사와의 내부거래가 증가하여 5년 연속 내부거래 비중이 늘었습니다. 공정위는 상표권 유상사용 계약 체결 집단의 수가 늘어나고 있는 점을 들어 상표권 거래 관행이 투명해지고 있다고 판단했습니다.",2024-11-26,0.0001464118075091392,0.0001887227816041559,0.9996649026870728
"<b>현대차</b>, 말레이시아 6천700억 원 투자…미중 갈등 속 아세안 공략","현대차는 말레이시아에 약 6천700억 원을 투자하여 아세안 시장 공략을 강화하고자 합니다. 이는 미중 갈등으로 인한 미국 시장의 불확실성 증가에 대응하기 위한 전략으로, 아세안을 새로운 경제 활로로 주목하고 있습니다. 현대차는 말레이시아에서 다목적차량(MPV) 스타리아의 현지 위탁생산을 시작으로, 중·대형 SUV와 MPV로 라인업을 확대할 계획입니다. 또한, 내연기관차와 하이브리드차를 중심으로 생산하다가 전기차로 범위를 넓히며, 전기차 생태계 조성에도 기여할 예정입니다. 아세안은 인구 6억 7천만 명과 경제 규모 3조 6천억 달러의 거대 시장으로, 현대차는 이 지역에서의 입지를 강화하고자 지속적으로 투자를 확대하고 있습니다.",2024-11-26,0.17970625539892354,0.07699263070244342,0.7433011338114739
"<b>현대차</b>, 말레이 위탁생산 공장 늘린다","현대자동차는 말레이시아에서 반조립제품(CKD) 위탁생산 공장을 확장하여 내수시장과 인근 동남아시아 국가로의 판매를 늘릴 계획입니다. 이를 위해 2030년까지 약 6700억 원을 투자하며, 현지 파트너사 이노콤과 함께 SUV와 MPV 차량을 생산할 예정입니다. 초기에는 내연기관과 하이브리드 모델을 중심으로 생산을 시작하고, 이후 전기차 생산을 확대할 계획입니다. 생산된 차량의 약 30%는 수출할 예정이며, 이를 통해 동남아시아 시장의 중요성을 반영하고 지역 경제 발전에 기여하고자 합니다. 현대차는 아세안 시장을 성장 가능성이 높은 신흥시장으로 보고 있으며, 다양한 동남아 국가에서 현지 업체와 협력하여 생산 공장을 설립하고 있습니다.",2024-11-26,0.34597115404030776,0.0006212649896042421,0.6534075926523656
매출 1000억 벤처 908개…전체 매출 <b>현대차</b>와 어깨,"2023년 벤처천억기업의 수가 처음으로 900개를 돌파하여, 전년 대비 4.5% 증가한 908개로 집계되었습니다. 이들 기업은 총 33만 명을 고용하고 있으며, 이는 삼성, 현대차, LG, SK 등 대기업보다 많은 수치입니다. 벤처천억기업의 매출은 235조 원으로, 현대차와 비슷한 규모를 기록했습니다. 이들 기업은 기술 기반의 빠른 성장세를 보이며, 연구개발 비중이 대기업의 1.6배에 달합니다. 중소벤처기업부는 벤처천억기업의 성과를 축하하며, 이들이 경제성장을 이끄는 원동력이 될 것이라고 강조했습니다.",2024-11-26,0.3253100199770415,0.0015076947718625888,0.6731822968460619
"10대 재벌 내부거래 12년 만에 최고…<b>현대차</b>, 8조2천억 증가","2023년 공정거래위원회는 공시대상기업 집단의 내부거래 현황을 발표했으며, 10대 재벌의 내부거래 비중이 14.5%로 12년 만에 가장 높은 수준을 기록했습니다. 지난해 상위 10대 기업집단의 국내계열사 간 내부거래 비중은 0.6%포인트 증가했으며, 이는 2011년 이후 가장 높은 수치입니다. 현대차와 에스케이의 내부거래액 변화가 두드러졌으며, 현대차는 부품 계열사 매출 증가로 내부거래액이 늘었고, 에스케이는 유가 하락으로 감소했습니다. 엘지는 엘엑스 계열분리 등의 영향으로 5년 연속 내부거래 비중이 감소한 유일한 기업집단입니다. 전체 공시대상기업 집단의 내부거래 비중은 12.2%에서 12.8%로 증가했으며, 내부거래 금액도 2조8천억원 늘어났습니다.",2024-11-26,0.00015321029641199858,0.0001815169322071597,0.9996652841567993
